client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
53e9ae989566b4a16ba65e4ce8cf6b3c347598cfa1d3fb24773e3251a58f8a36e3d6939b7eb44f25bff3158e3cfbfc500cb7f1e3cf074f42817aa21e6ad092c8	common_voice_fa_36611609.mp3	مروج ساختن	2	0	thirties	male			fa	
54db74edf7f05f77df816942e41ae30a44a461998adcd22d78963ede6fd7f357bb10927ce8d0a6d4f52b7f89e5484fd52d063a25343aaea4d88d4e05f2c1838a	common_voice_fa_36756373.mp3	مداومت	3	0					fa	
5d760439040049434423bb29ea709b39a923f1990d371c4253311c92cd5cb05e121c138b40a83d91f1c0810d2c9403388424099e4c92864d1c17279cab235dee	common_voice_fa_37178283.mp3	اگر از او دعوت نشود دلخور خواهد شد.	2	0	twenties	male			fa	
7683956463023e64f9bb0c579fbff5ad59266bba1944359da5a7316c23fceb07b5ccb25ddf6f40673bb0ca832034c9a98b99aa6c3251d19f3260f7ea4148f9bd	common_voice_fa_36636184.mp3	محافل	2	0					fa	
ec813b3694453036aed1d0aff9ac53299f7d6cb468da90a347f485c0ee7249c0bf6ee0ef430fa96fe30d5e39c9cf1f78a4541568661f7c6d173a7ad2802d7e81	common_voice_fa_37169900.mp3	جواد تعهد کرد که آجرها را سر موعد تحویل بدهد.	2	0	thirties	male			fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_37012877.mp3	بخش خدمات اقتصاد ما رشد سریعی داشته است.	2	0	twenties	male	ایرانی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_37012879.mp3	با سرعت در جاده میراندیم.	4	2	twenties	male	ایرانی		fa	
00243bfe65b613056abfcfc01852fe62351a6c337b75edde51a8a34aad37035cb3490a828ee36934598c1b4afd2966f2a0812ecd3ba39616a459484b1afbe721	common_voice_fa_37027072.mp3	نظامیان معاف بودند	2	0	thirties	male			fa	
00243bfe65b613056abfcfc01852fe62351a6c337b75edde51a8a34aad37035cb3490a828ee36934598c1b4afd2966f2a0812ecd3ba39616a459484b1afbe721	common_voice_fa_37027090.mp3	آیندهی روشن این مرد جوان	2	1	thirties	male			fa	
00243bfe65b613056abfcfc01852fe62351a6c337b75edde51a8a34aad37035cb3490a828ee36934598c1b4afd2966f2a0812ecd3ba39616a459484b1afbe721	common_voice_fa_37027092.mp3	آواز او همه را فریفته کرد.	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36549417.mp3	آب درمانی	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36549424.mp3	مرده باد...!	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36623836.mp3	آیا در شهرهای میاندوآب، عجبشیر و آذرشهر هم خدمترسانی دارید؟	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36845921.mp3	رازی را گفتن	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36859424.mp3	برای جذب روغن ریخته شده یک حولهی کاغذی به کار ببر.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36952432.mp3	او و دوستان مزاحمش	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36956345.mp3	اسب نیمه وحشی و جفتک پران	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36976920.mp3	تصنع و حزن دروغین شعر او	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36978306.mp3	مسافت یاب	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36978307.mp3	بر وسوسهای چیره شدن	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36986324.mp3	بقیهی گوشت ماهی را گذاشتیم یخ بزند.	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_36986635.mp3	متفق بودن	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37018074.mp3	متقاعدین	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37023147.mp3	جزئیات تکامل نیافتهی طرح	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37023163.mp3	تیغ خودتراش	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37030245.mp3	چگونه خواهیم توانست مهربانیهای تو را تلافی کنم.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37030288.mp3	این پول کثیف چیست که در راه آن جان میکنی؟	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37082695.mp3	آنان در فقر فرو رفتند.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37110811.mp3	برق گرفتگی کودکان بسیاری را میکشد.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37136525.mp3	بده و بستانهایی که در سرسرای پارلمان مورد مذاکره قرار میگیرد	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37136535.mp3	صفحهٔ رویداد	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153553.mp3	بهای فراوردههای خود را آنقدر بالابردهاند که برای آنها بازار نیست.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153563.mp3	پشت این پالتو صاف و خوب است.	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153579.mp3	پادشاه شخصا به او عنوان اشرافی اعطا کرد.	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153581.mp3	آن زن نمیخواست فقط دستیار مردان باشد.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153604.mp3	مخروطی معکوس	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153621.mp3	برادران من میتوانند هر وقت بخواهند به منزل من بیایند.	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153623.mp3	ابزار به درد خور	2	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37153653.mp3	سربازان دور تا دور زندانیان را گرفتند.	3	0	thirties	male			fa	
b66de0d6017a4a2a656a8fc6bbe710ad496d33ab529a464898af0bf7a255b806f063722a7e3c211860dbf4edbc58db8fa0881e31a9a2f3de5e135af2e88b322e	common_voice_fa_37159770.mp3	متوسط	2	0	thirties	male			fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36530325.mp3	بیشتر بهخاطر او	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36530329.mp3	صفحهٔ برگزاری از پیوند زیر در دسترس است	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36554368.mp3	مرگبار	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36554418.mp3	تغییر اندک	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36554441.mp3	مرتبط	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36554463.mp3	مراسم این رویداد به شکل برخط خواهد بود	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36554471.mp3	او روزی با شاهان و شاهزادگان الفت داشت.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36603312.mp3	معرفی و مقایسهٔ نرمافزارهای نقاشی در لینوکس	3	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36603323.mp3	متمرد	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36603330.mp3	انگلیسیها به خونسردی شهرت دارند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36603346.mp3	رودخانه شهر را دور میزند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36635125.mp3	او بیش از حد محتاط است.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36703905.mp3	مجاورت	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36703915.mp3	تلسکوپ برپایهی خود میچرخد.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36704041.mp3	آشپزی افتضاح	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36714077.mp3	میوههای سیب و به خراب میشوند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36714320.mp3	آسمان آبی درآمیخته با ابرهای سپید	3	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36714365.mp3	متوحشانه	4	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36804864.mp3	بودن یا نبودن، مسئله این است.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36804875.mp3	او فنجان را وارونه کرد.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36811455.mp3	او سبزه و بلند بالاست.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36812893.mp3	پنجرهی ویرایش	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36817473.mp3	سانسور کنندگان دولت یک سوم فیلم را بریدند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36820828.mp3	بو بردم که تقلبی در کار است.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36822125.mp3	صخرههای خطرناک	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36825283.mp3	حالت فاعلی، حالت نهادی	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36825605.mp3	او در دو کلیسا کشیشی میکند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36825609.mp3	او با عجله اضافه کرد که...، او به سرعت افزود که...	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36825655.mp3	بعدا خواهم نوشت.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840088.mp3	مردم نواز	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840143.mp3	رقصندگانی که با حرکات بدن، داستان بیان میکنند.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840255.mp3	سال برجسته از نظر فروش	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840447.mp3	بیمهنامهی رایج	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840451.mp3	به سیاست بینالمللی توجه داشتن	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36840697.mp3	جامعهٔ طرفداران چیزهای خودمیزبان.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36841681.mp3	بمباران دقیق	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36841690.mp3	و صدها ثنا و ستایش بر خدا باد	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36849966.mp3	تعداد ما ده درصد از آنها بیشتر بود.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36850090.mp3	مریض داری	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36850110.mp3	تعریف کلمه به لحاظ شما	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36850206.mp3	او چیزهایی که او را ناخشنود میسازد فهرست کرد.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_36850242.mp3	با صدای بسیار بلند فریاد کشید.	2	0					fa	
a6e84b60065be5e12b28ae48d1df461a35de7ceb6f058f94ced0f28e02ed118b23623a4a623810b357a498dc71b0eb0bee45000c84a40b33f69496032fde1721	common_voice_fa_37166089.mp3	از پیری مردن	2	0					fa	
